iso2,year,new_sp,sex,age,count
MC,1995,,f,0-4,
MC,1996,0.0,f,0-4,
MC,1997,0.0,f,0-4,
MC,1998,0.0,f,0-4,
MC,1999,2.0,f,0-4,
MC,2000,0.0,f,0-4,
MC,2001,0.0,f,0-4,
MC,2002,0.0,f,0-4,
MC,2006,,f,0-4,
MC,2007,,f,0-4,
MC,2008,,f,0-4,
MC,1980,,f,15-24,
MC,1981,,f,15-24,
MC,1982,,f,15-24,
MC,1983,,f,15-24,
MC,1984,,f,15-24,
MC,1985,,f,15-24,
MC,1986,,f,15-24,
MC,1987,,f,15-24,
MC,1988,,f,15-24,
MC,1989,,f,15-24,
MC,1990,,f,15-24,
MC,1991,,f,15-24,
MC,1992,,f,15-24,
MC,1994,,f,15-24,
MC,1995,,f,15-24,
MC,1996,0.0,f,15-24,
MC,1997,0.0,f,15-24,
MC,1998,0.0,f,15-24,
MC,1999,2.0,f,15-24,0.0
MC,2000,0.0,f,15-24,
MC,2001,0.0,f,15-24,
MC,2002,0.0,f,15-24,
MC,2006,,f,15-24,
MC,2007,,f,15-24,
MC,2008,,f,15-24,
MC,1980,,f,25-34,
MC,1981,,f,25-34,
MC,1982,,f,25-34,
MC,1983,,f,25-34,
MC,1984,,f,25-34,
MC,1985,,f,25-34,
MC,1986,,f,25-34,
MC,1987,,f,25-34,
MC,1988,,f,25-34,
MC,1989,,f,25-34,
MC,1990,,f,25-34,
MC,1991,,f,25-34,
MC,1992,,f,25-34,
MC,1994,,f,25-34,
MC,1995,,f,25-34,
MC,1996,0.0,f,25-34,
MC,1997,0.0,f,25-34,
MC,1998,0.0,f,25-34,
MC,1999,2.0,f,25-34,0.0
MC,2000,0.0,f,25-34,
MC,2001,0.0,f,25-34,
MC,2002,0.0,f,25-34,
MC,2006,,f,25-34,
MC,2007,,f,25-34,
MC,2008,,f,25-34,
MC,1980,,f,35-44,
MC,1981,,f,35-44,
MC,1982,,f,35-44,
MC,1983,,f,35-44,
MC,1984,,f,35-44,
MC,1985,,f,35-44,
MC,1986,,f,35-44,
MC,1987,,f,35-44,
MC,1988,,f,35-44,
MC,1989,,f,35-44,
MC,1990,,f,35-44,
MC,1991,,f,35-44,
MC,1992,,f,35-44,
MC,1994,,f,35-44,
MC,1995,,f,35-44,
MC,1996,0.0,f,35-44,
MC,1997,0.0,f,35-44,
MC,1998,0.0,f,35-44,
MC,1999,2.0,f,35-44,0.0
MC,2000,0.0,f,35-44,
MC,2001,0.0,f,35-44,
MC,2002,0.0,f,35-44,
MC,2006,,f,35-44,
MC,2007,,f,35-44,
MC,2008,,f,35-44,
MC,1980,,f,45-54,
MC,1981,,f,45-54,
MC,1982,,f,45-54,
MC,1983,,f,45-54,
MC,1984,,f,45-54,
MC,1985,,f,45-54,
MC,1986,,f,45-54,
MC,1987,,f,45-54,
MC,1988,,f,45-54,
MC,1989,,f,45-54,
MC,1990,,f,45-54,
MC,1991,,f,45-54,
MC,1992,,f,45-54,
MC,1994,,f,45-54,
MC,1995,,f,45-54,
MC,1996,0.0,f,45-54,
MC,1997,0.0,f,45-54,
MC,1998,0.0,f,45-54,
MC,1999,2.0,f,45-54,0.0
MC,2000,0.0,f,45-54,
MC,2001,0.0,f,45-54,
MC,2002,0.0,f,45-54,
MC,2006,,f,45-54,
MC,2007,,f,45-54,
MC,2008,,f,45-54,
MC,1980,,f,5-14,
MC,1981,,f,5-14,
MC,1982,,f,5-14,
MC,1983,,f,5-14,
MC,1984,,f,5-14,
MC,1985,,f,5-14,
MC,1986,,f,5-14,
MC,1987,,f,5-14,
MC,1988,,f,5-14,
MC,1989,,f,5-14,
MC,1990,,f,5-14,
MC,1991,,f,5-14,
MC,1992,,f,5-14,
MC,1994,,f,5-14,
MC,1995,,f,5-14,
MC,1996,0.0,f,5-14,
MC,1997,0.0,f,5-14,
MC,1998,0.0,f,5-14,
MC,1999,2.0,f,5-14,
MC,2000,0.0,f,5-14,
MC,2001,0.0,f,5-14,
MC,2002,0.0,f,5-14,
MC,2006,,f,5-14,
MC,2007,,f,5-14,
MC,2008,,f,5-14,
MC,1980,,f,55-64,
MC,1981,,f,55-64,
MC,1982,,f,55-64,
MC,1983,,f,55-64,
MC,1984,,f,55-64,
MC,1985,,f,55-64,
MC,1986,,f,55-64,
MC,1987,,f,55-64,
MC,1988,,f,55-64,
MC,1989,,f,55-64,
MC,1990,,f,55-64,
MC,1991,,f,55-64,
MC,1992,,f,55-64,
MC,1994,,f,55-64,
MC,1995,,f,55-64,
MC,1996,0.0,f,55-64,
MC,1997,0.0,f,55-64,
MC,1998,0.0,f,55-64,
MC,1999,2.0,f,55-64,0.0
MC,2000,0.0,f,55-64,
MC,2001,0.0,f,55-64,
MC,2002,0.0,f,55-64,
MC,2006,,f,55-64,
MC,2007,,f,55-64,
MC,2008,,f,55-64,
MC,1980,,f,6-5,
MC,1981,,f,6-5,
MC,1982,,f,6-5,
MC,1983,,f,6-5,
MC,1984,,f,6-5,
MC,1985,,f,6-5,
MC,1986,,f,6-5,
MC,1987,,f,6-5,
MC,1988,,f,6-5,
MC,1989,,f,6-5,
MC,1990,,f,6-5,
MC,1991,,f,6-5,
MC,1992,,f,6-5,
MC,1994,,f,6-5,
MC,1995,,f,6-5,
MC,1996,0.0,f,6-5,
MC,1997,0.0,f,6-5,
MC,1998,0.0,f,6-5,
MC,1999,2.0,f,6-5,1.0
MC,2000,0.0,f,6-5,
MC,2001,0.0,f,6-5,
MC,2002,0.0,f,6-5,
MC,2006,,f,6-5,
MC,2007,,f,6-5,
MC,2008,,f,6-5,
MC,1980,,f,u,
MC,1981,,f,u,
MC,1982,,f,u,
MC,1983,,f,u,
MC,1984,,f,u,
MC,1985,,f,u,
MC,1986,,f,u,
MC,1987,,f,u,
MC,1988,,f,u,
MC,1989,,f,u,
MC,1990,,f,u,
MC,1991,,f,u,
MC,1992,,f,u,
MC,1994,,f,u,
MC,1995,,f,u,
MC,1996,0.0,f,u,
MC,1997,0.0,f,u,
MC,1998,0.0,f,u,
MC,1999,2.0,f,u,
MC,2000,0.0,f,u,
MC,2001,0.0,f,u,
MC,2002,0.0,f,u,
MC,2006,,f,u,
MC,2007,,f,u,
MC,2008,,f,u,
MC,1980,,m,0-14,
MC,1981,,m,0-14,
MC,1982,,m,0-14,
MC,1983,,m,0-14,
MC,1984,,m,0-14,
MC,1985,,m,0-14,
MC,1986,,m,0-14,
MC,1987,,m,0-14,
MC,1988,,m,0-14,
MC,1989,,m,0-14,
MC,1990,,m,0-14,
MC,1991,,m,0-14,
MC,1992,,m,0-14,
MC,1994,,m,0-14,
MC,1995,,m,0-14,
MC,1996,0.0,m,0-14,
MC,1997,0.0,m,0-14,
MC,1998,0.0,m,0-14,
MC,1999,2.0,m,0-14,0.0
MC,2000,0.0,m,0-14,
MC,2001,0.0,m,0-14,
MC,2002,0.0,m,0-14,
MC,2006,,m,0-14,
MC,2007,,m,0-14,
MC,2008,,m,0-14,
MC,1980,,m,0-4,
MC,1981,,m,0-4,
MC,1982,,m,0-4,
MC,1983,,m,0-4,
MC,1984,,m,0-4,
MC,1985,,m,0-4,
MC,1986,,m,0-4,
MC,1987,,m,0-4,
MC,1988,,m,0-4,
MC,1989,,m,0-4,
MC,1990,,m,0-4,
MC,1991,,m,0-4,
MC,1992,,m,0-4,
MC,1994,,m,0-4,
MC,1995,,m,0-4,
MC,1996,0.0,m,0-4,
MC,1997,0.0,m,0-4,
MC,1998,0.0,m,0-4,
MC,1999,2.0,m,0-4,
MC,2000,0.0,m,0-4,
MC,2001,0.0,m,0-4,
MC,2002,0.0,m,0-4,
MC,2006,,m,0-4,
MC,2007,,m,0-4,
MC,2008,,m,0-4,
MC,1980,,m,15-24,
MC,1981,,m,15-24,
MC,1982,,m,15-24,
MC,1983,,m,15-24,
MC,1984,,m,15-24,
MC,1985,,m,15-24,
MC,1986,,m,15-24,
MC,1987,,m,15-24,
MC,1988,,m,15-24,
MC,1989,,m,15-24,
MC,1990,,m,15-24,
MC,1991,,m,15-24,
MC,1992,,m,15-24,
MC,1994,,m,15-24,
MC,1995,,m,15-24,
MC,1996,0.0,m,15-24,
MC,1997,0.0,m,15-24,
MC,1998,0.0,m,15-24,
MC,1999,2.0,m,15-24,0.0
MC,2000,0.0,m,15-24,
MC,2001,0.0,m,15-24,
MC,2002,0.0,m,15-24,
MC,2006,,m,15-24,
MC,2007,,m,15-24,
MC,2008,,m,15-24,
MC,1980,,m,25-34,
MC,1981,,m,25-34,
MC,1982,,m,25-34,
MC,1983,,m,25-34,
MC,1984,,m,25-34,
MC,1985,,m,25-34,
MC,1986,,m,25-34,
MC,1987,,m,25-34,
MC,1988,,m,25-34,
MC,1989,,m,25-34,
MC,1990,,m,25-34,
MC,1991,,m,25-34,
MC,1992,,m,25-34,
MC,1994,,m,25-34,
MC,1995,,m,25-34,
MC,1996,0.0,m,25-34,
MC,1997,0.0,m,25-34,
MC,1998,0.0,m,25-34,
MC,1999,2.0,m,25-34,0.0
MC,2000,0.0,m,25-34,
MC,2001,0.0,m,25-34,
MC,2002,0.0,m,25-34,
MC,2006,,m,25-34,
MC,2007,,m,25-34,
MC,2008,,m,25-34,
MC,1980,,m,35-44,
MC,1981,,m,35-44,
MC,1982,,m,35-44,
MC,1983,,m,35-44,
MC,1984,,m,35-44,
MC,1985,,m,35-44,
MC,1986,,m,35-44,
MC,1987,,m,35-44,
MC,1988,,m,35-44,
MC,1989,,m,35-44,
MC,1990,,m,35-44,
MC,1991,,m,35-44,
MC,1992,,m,35-44,
MC,1994,,m,35-44,
MC,1995,,m,35-44,
MC,1996,0.0,m,35-44,
MC,1997,0.0,m,35-44,
MC,1998,0.0,m,35-44,
MC,1999,2.0,m,35-44,0.0
MC,2000,0.0,m,35-44,
MC,2001,0.0,m,35-44,
MC,2002,0.0,m,35-44,
MC,2006,,m,35-44,
MC,2007,,m,35-44,
MC,2008,,m,35-44,
MC,1980,,m,45-54,
MC,1981,,m,45-54,
MC,1982,,m,45-54,
MC,1983,,m,45-54,
MC,1984,,m,45-54,
MC,1985,,m,45-54,
MC,1986,,m,45-54,
MC,1987,,m,45-54,
MC,1988,,m,45-54,
MC,1989,,m,45-54,
MC,1990,,m,45-54,
MC,1991,,m,45-54,
MC,1992,,m,45-54,
MC,1994,,m,45-54,
MC,1995,,m,45-54,
MC,1996,0.0,m,45-54,
MC,1997,0.0,m,45-54,
MC,1998,0.0,m,45-54,
MC,1999,2.0,m,45-54,1.0
MC,2000,0.0,m,45-54,
MC,2001,0.0,m,45-54,
MC,2002,0.0,m,45-54,
MC,2006,,m,45-54,
MC,2007,,m,45-54,
MC,2008,,m,45-54,
MC,1980,,m,5-14,
MC,1981,,m,5-14,
MC,1982,,m,5-14,
MC,1983,,m,5-14,
MC,1984,,m,5-14,
MC,1985,,m,5-14,
MC,1986,,m,5-14,
MC,1987,,m,5-14,
MC,1988,,m,5-14,
MC,1989,,m,5-14,
MC,1990,,m,5-14,
MC,1991,,m,5-14,
MC,1992,,m,5-14,
MC,1994,,m,5-14,
MC,1995,,m,5-14,
MC,1996,0.0,m,5-14,
MC,1997,0.0,m,5-14,
MC,1998,0.0,m,5-14,
MC,1999,2.0,m,5-14,
MC,2000,0.0,m,5-14,
MC,2001,0.0,m,5-14,
MC,2002,0.0,m,5-14,
MC,2006,,m,5-14,
MC,2007,,m,5-14,
MC,2008,,m,5-14,
MC,1980,,m,55-64,
MC,1981,,m,55-64,
MC,1982,,m,55-64,
MC,1983,,m,55-64,
MC,1984,,m,55-64,
MC,1985,,m,55-64,
MC,1986,,m,55-64,
MC,1987,,m,55-64,
MC,1988,,m,55-64,
MC,1989,,m,55-64,
MC,1990,,m,55-64,
MC,1991,,m,55-64,
MC,1992,,m,55-64,
MC,1994,,m,55-64,
MC,1995,,m,55-64,
MC,1996,0.0,m,55-64,
MC,1997,0.0,m,55-64,
MC,1998,0.0,m,55-64,
MC,1999,2.0,m,55-64,0.0
MC,2000,0.0,m,55-64,
MC,2001,0.0,m,55-64,
MC,2002,0.0,m,55-64,
MC,2006,,m,55-64,
MC,2007,,m,55-64,
MC,2008,,m,55-64,
MC,1980,,m,6-5,
MC,1981,,m,6-5,
MC,1982,,m,6-5,
MC,1983,,m,6-5,
MC,1984,,m,6-5,
MC,1985,,m,6-5,
MC,1986,,m,6-5,
MC,1987,,m,6-5,
MC,1988,,m,6-5,
MC,1989,,m,6-5,
MC,1990,,m,6-5,
MC,1991,,m,6-5,
MC,1992,,m,6-5,
MC,1994,,m,6-5,
MC,1995,,m,6-5,
MC,1996,0.0,m,6-5,
MC,1997,0.0,m,6-5,
MC,1998,0.0,m,6-5,
MC,1999,2.0,m,6-5,0.0
MC,2000,0.0,m,6-5,
MC,2001,0.0,m,6-5,
MC,2002,0.0,m,6-5,
MC,2006,,m,6-5,
MC,2007,,m,6-5,
MC,2008,,m,6-5,
MC,1980,,m,u,
MC,1981,,m,u,
MC,1982,,m,u,
MC,1983,,m,u,
MC,1984,,m,u,
MC,1985,,m,u,
MC,1986,,m,u,
MC,1987,,m,u,
MC,1988,,m,u,
MC,1989,,m,u,
MC,1990,,m,u,
MC,1991,,m,u,
MC,1992,,m,u,
MC,1994,,m,u,
MC,1995,,m,u,
MC,1996,0.0,m,u,
MC,1997,0.0,m,u,
MC,1998,0.0,m,u,
MC,1999,2.0,m,u,
MC,2000,0.0,m,u,
MC,2001,0.0,m,u,
MC,2002,0.0,m,u,
MC,2006,,m,u,
MC,2007,,m,u,
MC,2008,,m,u,
MD,1980,,f,0-14,
MD,1981,,f,0-14,
MD,1982,,f,0-14,
MD,1983,,f,0-14,
MD,1984,,f,0-14,
MD,1985,,f,0-14,
MD,1986,,f,0-14,
MD,1987,,f,0-14,
MD,1988,,f,0-14,
MD,1989,,f,0-14,
MD,1990,,f,0-14,
MD,1991,,f,0-14,
MD,1992,,f,0-14,
MD,1993,615.0,f,0-14,
MD,1994,704.0,f,0-14,
MD,1995,665.0,f,0-14,2.0
MD,1996,219.0,f,0-14,2.0
MD,1997,397.0,f,0-14,0.0
MD,1998,477.0,f,0-14,2.0
MD,1999,609.0,f,0-14,3.0
MD,2000,651.0,f,0-14,1.0
MD,2001,1060.0,f,0-14,6.0
MD,2002,1146.0,f,0-14,11.0
MD,2003,1214.0,f,0-14,1.0
MD,2004,1536.0,f,0-14,11.0
MD,2005,1696.0,f,0-14,3.0
MD,2006,1679.0,f,0-14,7.0
MD,2007,1610.0,f,0-14,2.0
MD,2008,1533.0,f,0-14,4.0
MD,1980,,f,0-4,
MD,1981,,f,0-4,
MD,1982,,f,0-4,
MD,1983,,f,0-4,
MD,1984,,f,0-4,
MD,1985,,f,0-4,
MD,1986,,f,0-4,
MD,1987,,f,0-4,
MD,1988,,f,0-4,
MD,1989,,f,0-4,
MD,1990,,f,0-4,
MD,1991,,f,0-4,
MD,1992,,f,0-4,
MD,1993,615.0,f,0-4,
MD,1994,704.0,f,0-4,
MD,1995,665.0,f,0-4,
MD,1996,219.0,f,0-4,
MD,1997,397.0,f,0-4,
MD,1998,477.0,f,0-4,
MD,1999,609.0,f,0-4,
MD,2000,651.0,f,0-4,
MD,2001,1060.0,f,0-4,
MD,2002,1146.0,f,0-4,
MD,2003,1214.0,f,0-4,
MD,2004,1536.0,f,0-4,
MD,2005,1696.0,f,0-4,0.0
MD,2006,1679.0,f,0-4,
MD,2007,1610.0,f,0-4,0.0
MD,2008,1533.0,f,0-4,2.0
MD,1980,,f,15-24,
MD,1981,,f,15-24,
MD,1982,,f,15-24,
MD,1983,,f,15-24,
MD,1984,,f,15-24,
MD,1985,,f,15-24,
MD,1986,,f,15-24,
MD,1987,,f,15-24,
MD,1988,,f,15-24,
MD,1989,,f,15-24,
MD,1990,,f,15-24,
MD,1991,,f,15-24,
MD,1992,,f,15-24,
MD,1993,615.0,f,15-24,
MD,1994,704.0,f,15-24,
MD,1995,665.0,f,15-24,42.0
MD,1996,219.0,f,15-24,10.0
MD,1997,397.0,f,15-24,24.0
MD,1998,477.0,f,15-24,34.0
MD,1999,609.0,f,15-24,31.0
MD,2000,651.0,f,15-24,16.0
MD,2001,1060.0,f,15-24,58.0
MD,2002,1146.0,f,15-24,71.0
MD,2003,1214.0,f,15-24,101.0
MD,2004,1536.0,f,15-24,91.0
MD,2005,1696.0,f,15-24,97.0
MD,2006,1679.0,f,15-24,91.0
MD,2007,1610.0,f,15-24,97.0
MD,2008,1533.0,f,15-24,85.0
MD,1980,,f,25-34,
MD,1981,,f,25-34,
MD,1982,,f,25-34,
MD,1983,,f,25-34,
MD,1984,,f,25-34,
MD,1985,,f,25-34,
MD,1986,,f,25-34,
MD,1987,,f,25-34,
MD,1988,,f,25-34,
MD,1989,,f,25-34,
MD,1990,,f,25-34,
MD,1991,,f,25-34,
MD,1992,,f,25-34,
MD,1993,615.0,f,25-34,
MD,1994,704.0,f,25-34,
MD,1995,665.0,f,25-34,38.0
MD,1996,219.0,f,25-34,14.0
MD,1997,397.0,f,25-34,32.0
MD,1998,477.0,f,25-34,20.0
MD,1999,609.0,f,25-34,32.0
MD,2000,651.0,f,25-34,32.0
MD,2001,1060.0,f,25-34,61.0
MD,2002,1146.0,f,25-34,76.0
MD,2003,1214.0,f,25-34,71.0
MD,2004,1536.0,f,25-34,97.0
MD,2005,1696.0,f,25-34,92.0
MD,2006,1679.0,f,25-34,108.0
MD,2007,1610.0,f,25-34,85.0
MD,2008,1533.0,f,25-34,81.0
MD,1980,,f,35-44,
MD,1981,,f,35-44,
MD,1982,,f,35-44,
MD,1983,,f,35-44,
MD,1984,,f,35-44,
MD,1985,,f,35-44,
MD,1986,,f,35-44,
MD,1987,,f,35-44,
MD,1988,,f,35-44,
MD,1989,,f,35-44,
MD,1990,,f,35-44,
MD,1991,,f,35-44,
MD,1992,,f,35-44,
MD,1993,615.0,f,35-44,
MD,1994,704.0,f,35-44,
MD,1995,665.0,f,35-44,31.0
MD,1996,219.0,f,35-44,18.0
MD,1997,397.0,f,35-44,16.0
MD,1998,477.0,f,35-44,34.0
MD,1999,609.0,f,35-44,27.0
MD,2000,651.0,f,35-44,45.0
MD,2001,1060.0,f,35-44,46.0
MD,2002,1146.0,f,35-44,41.0
MD,2003,1214.0,f,35-44,64.0
MD,2004,1536.0,f,35-44,57.0
MD,2005,1696.0,f,35-44,57.0
MD,2006,1679.0,f,35-44,72.0
MD,2007,1610.0,f,35-44,57.0
MD,2008,1533.0,f,35-44,57.0
MD,1980,,f,45-54,
MD,1981,,f,45-54,
MD,1982,,f,45-54,
MD,1983,,f,45-54,
MD,1984,,f,45-54,
MD,1985,,f,45-54,
MD,1986,,f,45-54,
MD,1987,,f,45-54,
MD,1988,,f,45-54,
MD,1989,,f,45-54,
MD,1990,,f,45-54,
MD,1991,,f,45-54,
MD,1992,,f,45-54,
MD,1993,615.0,f,45-54,
MD,1994,704.0,f,45-54,
MD,1995,665.0,f,45-54,19.0
MD,1996,219.0,f,45-54,4.0
MD,1997,397.0,f,45-54,14.0
MD,1998,477.0,f,45-54,10.0
MD,1999,609.0,f,45-54,19.0
MD,2000,651.0,f,45-54,23.0
MD,2001,1060.0,f,45-54,33.0
MD,2002,1146.0,f,45-54,32.0
MD,2003,1214.0,f,45-54,40.0
MD,2004,1536.0,f,45-54,53.0
MD,2005,1696.0,f,45-54,61.0
MD,2006,1679.0,f,45-54,67.0
MD,2007,1610.0,f,45-54,58.0
MD,2008,1533.0,f,45-54,52.0
MD,1980,,f,5-14,
MD,1981,,f,5-14,
MD,1982,,f,5-14,
MD,1983,,f,5-14,
MD,1984,,f,5-14,
MD,1985,,f,5-14,
MD,1986,,f,5-14,
MD,1987,,f,5-14,
MD,1988,,f,5-14,
MD,1989,,f,5-14,
MD,1990,,f,5-14,
MD,1991,,f,5-14,
MD,1992,,f,5-14,
MD,1993,615.0,f,5-14,
MD,1994,704.0,f,5-14,
MD,1995,665.0,f,5-14,
MD,1996,219.0,f,5-14,
MD,1997,397.0,f,5-14,
MD,1998,477.0,f,5-14,
MD,1999,609.0,f,5-14,
MD,2000,651.0,f,5-14,
MD,2001,1060.0,f,5-14,
MD,2002,1146.0,f,5-14,
MD,2003,1214.0,f,5-14,
MD,2004,1536.0,f,5-14,
MD,2005,1696.0,f,5-14,3.0
MD,2006,1679.0,f,5-14,
MD,2007,1610.0,f,5-14,2.0
MD,2008,1533.0,f,5-14,2.0
MD,1980,,f,55-64,
MD,1981,,f,55-64,
MD,1982,,f,55-64,
MD,1983,,f,55-64,
MD,1984,,f,55-64,
MD,1985,,f,55-64,
MD,1986,,f,55-64,
MD,1987,,f,55-64,
MD,1988,,f,55-64,
MD,1989,,f,55-64,
MD,1990,,f,55-64,
MD,1991,,f,55-64,
MD,1992,,f,55-64,
MD,1993,615.0,f,55-64,
MD,1994,704.0,f,55-64,
MD,1995,665.0,f,55-64,10.0
MD,1996,219.0,f,55-64,3.0
MD,1997,397.0,f,55-64,6.0
MD,1998,477.0,f,55-64,5.0
MD,1999,609.0,f,55-64,7.0
MD,2000,651.0,f,55-64,14.0
MD,2001,1060.0,f,55-64,14.0
MD,2002,1146.0,f,55-64,23.0
MD,2003,1214.0,f,55-64,16.0
MD,2004,1536.0,f,55-64,28.0
MD,2005,1696.0,f,55-64,23.0
MD,2006,1679.0,f,55-64,25.0
MD,2007,1610.0,f,55-64,25.0
MD,2008,1533.0,f,55-64,22.0
MD,1980,,f,6-5,
MD,1981,,f,6-5,
MD,1982,,f,6-5,
MD,1983,,f,6-5,
MD,1984,,f,6-5,
MD,1985,,f,6-5,
MD,1986,,f,6-5,
MD,1987,,f,6-5,
MD,1988,,f,6-5,
MD,1989,,f,6-5,
MD,1990,,f,6-5,
MD,1991,,f,6-5,
MD,1992,,f,6-5,
MD,1993,615.0,f,6-5,
MD,1994,704.0,f,6-5,
MD,1995,665.0,f,6-5,12.0
MD,1996,219.0,f,6-5,6.0
MD,1997,397.0,f,6-5,8.0
MD,1998,477.0,f,6-5,7.0
MD,1999,609.0,f,6-5,6.0
MD,2000,651.0,f,6-5,6.0
MD,2001,1060.0,f,6-5,10.0
MD,2002,1146.0,f,6-5,8.0
MD,2003,1214.0,f,6-5,22.0
MD,2004,1536.0,f,6-5,22.0
MD,2005,1696.0,f,6-5,18.0
MD,2006,1679.0,f,6-5,31.0
MD,2007,1610.0,f,6-5,25.0
MD,2008,1533.0,f,6-5,25.0
MD,1980,,f,u,
MD,1981,,f,u,
MD,1982,,f,u,
MD,1983,,f,u,
MD,1984,,f,u,
MD,1985,,f,u,
MD,1986,,f,u,
MD,1987,,f,u,
MD,1988,,f,u,
MD,1989,,f,u,
MD,1990,,f,u,
MD,1991,,f,u,
MD,1992,,f,u,
MD,1993,615.0,f,u,
MD,1994,704.0,f,u,
MD,1995,665.0,f,u,
MD,1996,219.0,f,u,
MD,1997,397.0,f,u,
MD,1998,477.0,f,u,
MD,1999,609.0,f,u,
MD,2000,651.0,f,u,
MD,2001,1060.0,f,u,
MD,2002,1146.0,f,u,
MD,2003,1214.0,f,u,
MD,2004,1536.0,f,u,
MD,2005,1696.0,f,u,0.0
MD,2006,1679.0,f,u,0.0
MD,2007,1610.0,f,u,0.0
MD,2008,1533.0,f,u,0.0
MD,1980,,m,0-14,
MD,1981,,m,0-14,
MD,1982,,m,0-14,
MD,1983,,m,0-14,
MD,1984,,m,0-14,
MD,1985,,m,0-14,
MD,1986,,m,0-14,
MD,1987,,m,0-14,
MD,1988,,m,0-14,
MD,1989,,m,0-14,
MD,1990,,m,0-14,
MD,1991,,m,0-14,
MD,1992,,m,0-14,
MD,1993,615.0,m,0-14,
MD,1994,704.0,m,0-14,
MD,1995,665.0,m,0-14,0.0
MD,1996,219.0,m,0-14,0.0
MD,1997,397.0,m,0-14,0.0
MD,1998,477.0,m,0-14,2.0
MD,1999,609.0,m,0-14,1.0
MD,2000,651.0,m,0-14,2.0
MD,2001,1060.0,m,0-14,1.0
MD,2002,1146.0,m,0-14,5.0
MD,2003,1214.0,m,0-14,1.0
MD,2004,1536.0,m,0-14,8.0
MD,2005,1696.0,m,0-14,2.0
MD,2006,1679.0,m,0-14,2.0
MD,2007,1610.0,m,0-14,0.0
MD,2008,1533.0,m,0-14,1.0
MD,1980,,m,0-4,
MD,1981,,m,0-4,
MD,1982,,m,0-4,
MD,1983,,m,0-4,
MD,1984,,m,0-4,
MD,1985,,m,0-4,
MD,1986,,m,0-4,
MD,1987,,m,0-4,
MD,1988,,m,0-4,
MD,1989,,m,0-4,
MD,1990,,m,0-4,
MD,1991,,m,0-4,
MD,1992,,m,0-4,
MD,1993,615.0,m,0-4,
MD,1994,704.0,m,0-4,
MD,1995,665.0,m,0-4,
MD,1996,219.0,m,0-4,
MD,1997,397.0,m,0-4,
MD,1998,477.0,m,0-4,
MD,1999,609.0,m,0-4,
MD,2000,651.0,m,0-4,
MD,2001,1060.0,m,0-4,
MD,2002,1146.0,m,0-4,
MD,2003,1214.0,m,0-4,
MD,2004,1536.0,m,0-4,
MD,2005,1696.0,m,0-4,0.0
MD,2006,1679.0,m,0-4,
MD,2007,1610.0,m,0-4,0.0
MD,2008,1533.0,m,0-4,0.0
MD,1980,,m,15-24,
MD,1981,,m,15-24,
MD,1982,,m,15-24,
MD,1983,,m,15-24,
MD,1984,,m,15-24,
MD,1985,,m,15-24,
MD,1986,,m,15-24,
MD,1987,,m,15-24,
MD,1988,,m,15-24,
MD,1989,,m,15-24,
MD,1990,,m,15-24,
MD,1991,,m,15-24,
MD,1992,,m,15-24,
MD,1993,615.0,m,15-24,
MD,1994,704.0,m,15-24,
MD,1995,665.0,m,15-24,55.0
MD,1996,219.0,m,15-24,26.0
MD,1997,397.0,m,15-24,51.0
MD,1998,477.0,m,15-24,72.0
MD,1999,609.0,m,15-24,89.0
MD,2000,651.0,m,15-24,52.0
MD,2001,1060.0,m,15-24,152.0
MD,2002,1146.0,m,15-24,159.0
MD,2003,1214.0,m,15-24,152.0
MD,2004,1536.0,m,15-24,210.0
MD,2005,1696.0,m,15-24,211.0
MD,2006,1679.0,m,15-24,175.0
MD,2007,1610.0,m,15-24,181.0
MD,2008,1533.0,m,15-24,167.0
MD,1980,,m,25-34,
MD,1981,,m,25-34,
MD,1982,,m,25-34,
MD,1983,,m,25-34,
MD,1984,,m,25-34,
MD,1985,,m,25-34,
MD,1986,,m,25-34,
MD,1987,,m,25-34,
MD,1988,,m,25-34,
MD,1989,,m,25-34,
MD,1990,,m,25-34,
MD,1991,,m,25-34,
MD,1992,,m,25-34,
MD,1993,615.0,m,25-34,
MD,1994,704.0,m,25-34,
MD,1995,665.0,m,25-34,115.0
MD,1996,219.0,m,25-34,33.0
MD,1997,397.0,m,25-34,65.0
MD,1998,477.0,m,25-34,67.0
MD,1999,609.0,m,25-34,123.0
MD,2000,651.0,m,25-34,31.0
MD,2001,1060.0,m,25-34,197.0
MD,2002,1146.0,m,25-34,220.0
MD,2003,1214.0,m,25-34,201.0
MD,2004,1536.0,m,25-34,277.0
MD,2005,1696.0,m,25-34,337.0
MD,2006,1679.0,m,25-34,302.0
MD,2007,1610.0,m,25-34,281.0
MD,2008,1533.0,m,25-34,271.0
MD,1980,,m,35-44,
MD,1981,,m,35-44,
MD,1982,,m,35-44,
MD,1983,,m,35-44,
MD,1984,,m,35-44,
MD,1985,,m,35-44,
MD,1986,,m,35-44,
MD,1987,,m,35-44,
MD,1988,,m,35-44,
MD,1989,,m,35-44,
MD,1990,,m,35-44,
MD,1991,,m,35-44,
MD,1992,,m,35-44,
MD,1993,615.0,m,35-44,
MD,1994,704.0,m,35-44,
MD,1995,665.0,m,35-44,166.0
MD,1996,219.0,m,35-44,55.0
MD,1997,397.0,m,35-44,86.0
MD,1998,477.0,m,35-44,116.0
MD,1999,609.0,m,35-44,144.0
